sample_id,herb_name,timestamp,quality_level,temperature_c,humidity_percent,ph_value,tds_ppm,uv_intensity,moisture_percent,color_r,color_g,color_b,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage
RAW-02681,Neem Leaves,2025-07-03T08:07:02,high,26.39,71.9,4.59,599.1,2.71,20.5,125,203,240,2.355,1.994,2.735,3.059,2.851
RAW-02682,Jeera Seeds,2025-09-03T17:35:39,medium,22.55,75.8,4.64,458.8,4.6,14.5,127,129,79,1.426,1.196,1.659,2.012,1.879
RAW-02683,Tejpatta Leaves,2025-07-11T09:49:37,high,19.01,74.5,6.48,508.8,4.96,23.1,70,76,83,1.73,1.333,1.989,2.327,2.116
RAW-02684,Turmeric Powder,2025-08-17T14:04:52,high,31.62,70.2,7.98,548.4,0.77,22.5,247,197,84,1.533,1.357,1.833,2.175,1.974
RAW-02685,Pudina Leaves,2025-06-20T08:55:43,high,27.36,77.0,6.13,72.6,4.34,18.2,85,54,53,1.642,1.321,1.965,2.228,1.964
RAW-02686,Kalonji Seeds,2025-09-15T09:43:08,high,31.66,69.0,7.88,200.7,2.24,10.3,117,92,162,2.033,1.702,2.266,2.668,2.429
RAW-02687,Amla Fruit,2025-09-26T14:32:20,high,29.02,54.7,7.31,1311.5,2.02,10.1,191,147,72,1.784,1.516,2.286,2.568,2.29
RAW-02688,Arjuna Bark,2025-06-04T14:48:09,high,19.8,59.3,6.82,350.9,2.13,14.6,52,144,138,2.327,1.94,2.669,2.954,2.849
RAW-02689,Ginger Root,2025-08-02T14:54:48,medium,30.7,48.8,6.52,1202.9,4.53,18.4,174,81,100,1.204,0.933,1.449,1.782,1.637
RAW-02690,Jeera Seeds,2025-06-11T13:05:25,high,22.58,47.0,5.28,292.9,3.88,12.5,189,214,107,1.408,1.132,1.728,1.977,1.761
RAW-02691,Ashwagandha Root,2025-06-02T11:00:57,high,22.23,58.4,5.13,1425.8,0.33,16.9,68,76,188,2.141,1.756,2.465,2.83,2.528
RAW-02692,Elaichi Seeds,2025-07-11T10:40:44,high,29.71,54.9,7.18,925.4,0.65,12.0,230,159,63,1.413,0.99,1.596,1.979,1.787
RAW-02693,Elaichi Seeds,2025-09-12T14:40:51,high,29.33,81.3,5.37,1464.3,4.83,14.5,94,205,205,1.142,0.952,1.614,1.886,1.742
RAW-02694,Tejpatta Leaves,2025-06-26T11:02:33,high,25.34,48.8,8.28,1078.2,0.27,24.2,233,99,241,1.853,1.523,2.127,2.476,2.258
RAW-02695,Arjuna Bark,2025-09-27T14:02:24,high,23.96,71.3,5.53,1489.5,1.71,11.8,64,233,131,2.21,1.953,2.58,3.002,2.786
RAW-02696,Shankhpushpi,2025-08-04T08:02:48,low,27.07,45.7,7.65,1248.3,0.26,11.2,189,177,227,0.994,0.682,1.181,1.409,1.27
RAW-02697,Amla Fruit,2025-09-19T08:31:17,medium,24.14,79.2,8.29,1353.9,4.87,19.8,198,141,87,1.758,1.298,2.086,2.433,2.228
RAW-02698,Honey,2025-09-08T16:43:34,medium,28.68,78.2,5.46,607.8,0.64,25.0,211,93,216,0.276,0.174,0.275,0.384,0.501
RAW-02699,Arjuna Bark,2025-08-29T11:42:19,high,24.58,66.1,5.83,1477.2,3.71,13.7,106,197,55,2.134,1.811,2.353,2.698,2.688
RAW-02700,Giloy Stems,2025-08-21T11:38:33,high,21.36,57.3,8.37,696.2,4.26,21.9,83,238,204,1.648,1.323,1.977,2.298,2.047
RAW-02701,Arjuna Bark,2025-09-25T10:48:13,medium,23.86,54.0,4.51,1472.0,3.81,24.9,211,159,124,1.994,1.749,2.27,2.669,2.496
RAW-02702,Methi Seeds,2025-08-11T15:09:14,medium,21.33,69.8,7.26,399.8,2.41,21.5,248,174,230,1.752,1.375,1.94,2.095,2.01
RAW-02703,Dhania Seeds,2025-08-13T15:09:45,high,29.88,61.4,7.77,899.2,2.65,19.8,92,161,251,1.201,0.85,1.462,1.766,1.549
RAW-02704,Methi Seeds,2025-09-21T13:13:30,low,23.23,58.9,5.13,817.6,2.65,18.9,133,251,247,1.525,1.236,1.661,1.884,1.727
RAW-02705,Triphala Powder,2025-07-15T08:35:47,high,30.42,70.6,6.15,754.4,3.52,21.0,141,86,180,1.975,1.673,2.176,2.47,2.339
RAW-02706,Amla Fruit,2025-08-23T09:55:36,high,18.78,61.0,8.15,727.6,4.37,10.3,182,59,156,1.804,1.694,2.22,2.627,2.313
RAW-02707,Ginger Root,2025-06-20T16:11:25,high,23.84,57.9,6.77,591.0,0.27,16.3,226,195,82,1.355,1.141,1.656,1.997,1.776
RAW-02708,Neem Leaves,2025-09-27T09:29:44,high,19.67,76.2,5.65,469.2,2.59,15.9,198,177,116,2.13,1.926,2.592,2.941,2.794
RAW-02709,Honey,2025-08-01T09:41:57,high,19.32,80.6,7.03,681.6,3.9,16.1,96,74,199,0.41,0.203,0.275,0.53,0.617
RAW-02710,Pudina Leaves,2025-07-22T14:19:31,high,25.33,53.0,8.23,900.3,4.44,12.2,59,161,238,1.612,1.22,1.897,2.096,1.876
RAW-02711,Tejpatta Leaves,2025-09-26T08:48:57,high,25.44,72.4,4.75,1452.6,0.91,15.4,66,223,163,1.841,1.55,2.105,2.356,2.079
RAW-02712,Elaichi Seeds,2025-08-09T13:37:38,high,31.64,68.6,7.72,1259.5,3.72,20.0,72,122,149,1.359,1.039,1.558,1.937,1.74
RAW-02713,Ginger Root,2025-07-05T10:06:56,high,24.8,54.4,7.21,656.4,0.22,24.3,178,192,70,1.427,1.05,1.666,1.96,1.901
RAW-02714,Methi Seeds,2025-06-11T09:25:51,high,25.94,79.4,4.66,1240.8,2.09,17.9,154,155,171,1.761,1.584,2.007,2.358,2.09
RAW-02715,Ajwain Seeds,2025-06-29T10:43:24,medium,24.57,45.4,5.58,1330.9,2.54,16.2,94,231,171,1.668,1.398,1.895,2.154,1.929
RAW-02716,Arjuna Bark,2025-08-27T08:40:01,high,23.79,81.9,6.41,1318.3,0.88,23.7,235,132,72,2.157,1.885,2.407,2.949,2.692
RAW-02717,Honey,2025-09-02T14:58:44,medium,22.48,65.8,6.17,1345.8,5.0,11.0,147,198,157,0.394,0.129,0.313,0.47,0.549
RAW-02718,Hing Powder,2025-07-26T10:14:20,high,27.68,75.4,5.81,1386.9,1.35,15.2,57,77,109,2.341,2.016,2.573,2.917,2.794
RAW-02719,Ashwagandha Root,2025-06-10T13:10:25,medium,25.49,45.5,5.72,143.8,4.64,21.9,155,113,164,1.74,1.418,2.009,2.307,2.101
RAW-02720,Pudina Leaves,2025-07-07T13:07:25,high,29.44,68.4,4.81,250.9,3.68,21.4,116,236,243,1.711,1.264,1.948,2.279,2.012
RAW-02721,Ginger Root,2025-06-10T13:20:30,medium,21.79,53.6,6.26,588.8,2.19,22.1,178,135,84,1.192,0.919,1.433,1.757,1.699
RAW-02722,Shatavari Root,2025-08-06T10:06:00,high,19.48,67.9,7.39,394.0,3.44,24.5,62,179,51,1.051,0.822,1.412,1.665,1.441
RAW-02723,Turmeric Powder,2025-09-12T09:57:01,high,31.56,68.6,4.51,186.0,3.52,14.6,79,107,135,1.537,1.244,1.819,2.083,2.112
RAW-02724,Tejpatta Leaves,2025-08-08T11:45:09,high,25.84,56.1,6.54,612.1,1.21,17.9,203,158,72,1.733,1.447,1.969,2.419,2.105
RAW-02725,Ajwain Seeds,2025-09-01T08:58:53,high,25.15,69.8,7.13,1347.6,4.1,12.1,198,157,140,1.883,1.494,2.149,2.355,2.253
RAW-02726,Brahmi Leaves,2025-09-09T11:48:37,low,28.06,51.8,5.77,161.1,4.26,20.9,186,75,96,1.11,0.874,1.161,1.414,1.223
RAW-02727,Tulsi Leaves,2025-07-07T13:10:01,high,18.36,45.5,6.36,991.2,4.81,10.4,235,177,145,1.108,0.839,1.482,2.115,1.772
RAW-02728,Hing Powder,2025-08-01T14:47:30,high,31.27,77.6,8.47,113.3,0.26,20.3,216,169,191,2.452,2.209,2.815,2.986,2.89
RAW-02729,Kalonji Seeds,2025-06-05T11:15:38,high,19.38,71.6,5.82,684.4,4.75,13.0,219,143,220,1.966,1.759,2.329,2.538,2.395
RAW-02730,Arjuna Bark,2025-06-12T16:11:27,low,19.08,70.4,8.27,711.9,2.14,18.1,168,134,239,1.617,1.495,1.929,2.213,2.123
RAW-02731,Honey,2025-07-14T09:10:36,high,27.5,51.3,8.15,1148.3,2.72,12.5,121,226,244,0.462,0.193,0.231,0.39,0.626
RAW-02732,Neem Leaves,2025-09-12T12:20:30,medium,20.56,70.4,5.61,1276.3,2.85,15.7,143,228,58,1.813,1.597,2.219,2.598,2.371
RAW-02733,Arjuna Bark,2025-08-05T13:20:28,low,25.86,75.3,6.21,606.4,1.33,14.9,228,65,194,1.391,1.294,1.616,1.896,1.696
RAW-02734,Jeera Seeds,2025-06-26T09:28:59,high,29.97,50.4,4.78,1016.8,3.88,16.7,121,121,78,1.547,1.154,1.815,2.039,1.921
RAW-02735,Amla Fruit,2025-07-01T08:47:31,high,24.92,67.4,7.97,162.5,1.38,18.8,170,164,90,1.891,1.549,2.273,2.525,2.274
RAW-02736,Neem Leaves,2025-08-20T13:29:40,high,22.89,71.2,6.04,73.9,4.95,13.6,209,63,203,2.16,1.888,2.552,3.006,2.792
RAW-02737,Shankhpushpi,2025-09-22T16:11:44,medium,31.19,56.9,8.49,1065.3,4.86,20.9,192,172,156,1.127,0.889,1.322,1.625,1.393
RAW-02738,Curry Leaves,2025-07-05T13:20:29,high,26.98,82.7,6.98,1330.9,4.85,23.3,216,148,74,1.846,1.419,2.024,2.331,2.072
RAW-02739,Shankhpushpi,2025-09-09T11:10:25,high,31.45,75.3,7.81,503.7,1.8,12.6,170,204,215,1.29,0.947,1.635,2.003,1.796
RAW-02740,Mulethi Root,2025-09-10T11:15:55,low,25.34,74.1,8.03,1150.0,1.62,24.5,66,75,144,0.467,0.32,0.62,0.887,0.755
RAW-02741,Pudina Leaves,2025-09-12T08:27:09,high,30.87,53.7,5.08,854.5,4.65,10.8,214,200,116,1.55,1.249,1.826,2.061,1.954
RAW-02742,Jeera Seeds,2025-09-18T12:04:33,high,27.92,76.7,5.18,578.1,1.47,20.7,226,195,148,1.555,1.15,1.817,2.181,1.901
RAW-02743,Kalonji Seeds,2025-06-05T12:10:03,high,31.84,58.4,6.4,915.1,4.27,24.2,79,253,106,1.88,1.619,2.14,2.43,2.235
RAW-02744,Amla Fruit,2025-07-10T08:45:08,high,22.62,68.7,7.68,1266.7,2.07,17.7,196,104,168,1.783,1.416,2.224,2.499,2.241
RAW-02745,Giloy Stems,2025-06-17T17:01:49,high,29.3,47.2,8.09,1055.6,3.46,11.7,117,159,227,1.664,1.322,2.07,2.521,2.167
RAW-02746,Shatavari Root,2025-06-25T08:43:17,medium,24.03,58.6,5.89,1399.0,1.41,16.8,152,81,103,0.937,0.672,1.219,1.416,1.15
RAW-02747,Giloy Stems,2025-06-22T17:56:52,high,20.64,47.0,6.35,466.7,3.37,17.4,134,88,188,1.537,1.366,1.781,2.244,1.997
RAW-02748,Shankhpushpi,2025-06-24T12:00:31,high,26.95,72.7,7.52,1298.0,0.67,11.2,105,149,136,1.369,0.944,1.451,1.838,1.646
RAW-02749,Shatavari Root,2025-09-10T16:38:21,low,19.66,52.1,4.6,509.9,4.11,15.0,68,222,103,0.812,0.602,1.044,1.286,1.051
RAW-02750,Shankhpushpi,2025-07-11T08:10:44,high,23.7,83.3,6.16,587.0,2.98,17.9,89,240,211,1.294,1.043,1.738,1.954,1.786
RAW-02751,Shatavari Root,2025-08-02T16:08:46,high,26.09,69.0,7.64,376.8,3.44,18.3,222,131,66,1.028,0.804,1.405,1.665,1.477
RAW-02752,Turmeric Powder,2025-07-21T09:15:56,medium,23.76,81.9,5.86,1009.2,3.14,17.3,254,109,191,1.529,1.193,1.621,2.047,1.835
RAW-02753,Honey,2025-07-30T13:00:00,low,28.86,61.6,8.25,1245.6,3.76,13.6,209,235,71,0.329,0.165,0.145,0.357,0.478
RAW-02754,Honey,2025-07-31T11:11:20,high,30.01,54.5,7.14,546.1,0.43,21.0,120,75,126,0.44,0.169,0.134,0.516,0.63
RAW-02755,Curry Leaves,2025-06-17T14:08:41,high,20.02,56.9,7.5,229.0,2.38,13.3,200,62,97,1.655,1.408,1.926,2.376,2.028
RAW-02756,Arjuna Bark,2025-09-17T15:51:33,high,21.68,46.3,4.77,240.5,2.77,13.2,104,107,111,2.314,2.005,2.57,2.949,2.813
RAW-02757,Tejpatta Leaves,2025-08-18T10:53:18,low,19.37,80.3,7.9,1060.6,1.57,11.4,143,194,216,1.43,1.187,1.512,1.836,1.687
RAW-02758,Curry Leaves,2025-09-19T09:01:23,high,30.64,54.2,7.66,1134.0,2.13,17.8,197,119,163,1.712,1.399,1.988,2.259,2.005
RAW-02759,Dalchini Bark,2025-08-19T11:04:53,high,19.71,69.0,6.4,655.0,2.1,19.5,208,197,96,1.458,1.141,1.875,2.093,1.894
RAW-02760,Giloy Stems,2025-09-24T17:13:56,high,23.99,82.4,8.24,101.8,2.48,12.4,133,177,145,1.675,1.334,1.939,2.291,2.138
RAW-02761,Giloy Stems,2025-06-15T16:56:16,high,30.92,54.4,5.35,576.3,0.46,18.4,50,79,172,1.589,1.267,1.893,2.25,2.026
RAW-02762,Dalchini Bark,2025-06-23T12:15:23,high,19.9,66.6,6.05,1208.2,0.12,18.7,73,134,177,1.344,1.09,1.708,1.945,1.715
RAW-02763,Tejpatta Leaves,2025-06-08T09:18:18,high,24.41,57.4,8.38,536.8,1.35,21.9,104,104,246,1.761,1.458,2.022,2.346,2.185
RAW-02764,Elaichi Seeds,2025-08-13T09:30:55,high,30.33,76.2,4.91,471.8,1.43,18.0,241,118,117,1.337,0.967,1.576,1.892,1.645
RAW-02765,Arjuna Bark,2025-08-26T12:28:43,high,20.09,49.4,4.51,1091.7,1.6,23.1,67,203,159,2.325,1.905,2.606,3.041,2.832
RAW-02766,Mulethi Root,2025-06-16T12:20:07,medium,26.23,57.7,4.98,1079.0,2.69,10.6,97,160,223,0.615,0.407,0.775,1.196,0.949
RAW-02767,Shatavari Root,2025-07-08T13:28:16,low,28.66,48.1,5.27,76.9,3.91,14.2,233,121,72,0.741,0.561,0.942,1.072,0.956
RAW-02768,Brahmi Leaves,2025-06-25T11:31:06,medium,21.73,47.7,5.16,1084.0,1.46,11.9,129,212,120,1.191,0.936,1.432,1.687,1.63
RAW-02769,Jeera Seeds,2025-08-22T13:25:40,high,25.71,64.9,8.42,476.9,2.99,17.6,213,138,108,1.56,1.238,1.806,2.08,1.967
RAW-02770,Tejpatta Leaves,2025-08-29T09:57:11,high,24.14,53.7,7.74,897.1,0.38,25.0,104,51,50,1.805,1.492,2.213,2.341,2.226
RAW-02771,Ashwagandha Root,2025-08-22T09:34:56,high,19.73,71.1,5.93,872.9,1.12,20.9,219,150,246,1.953,1.718,2.27,2.746,2.462
RAW-02772,Curry Leaves,2025-06-30T08:47:13,high,19.18,46.9,5.05,1275.7,1.67,17.6,204,208,192,1.68,1.522,2.087,2.408,2.167
RAW-02773,Honey,2025-06-09T12:16:48,high,28.55,80.6,7.87,715.4,2.7,12.5,217,180,128,0.424,0.142,0.281,0.625,0.575
RAW-02774,Arjuna Bark,2025-06-16T15:36:42,high,27.64,71.6,5.88,401.6,3.19,10.1,169,102,106,2.112,1.932,2.562,2.85,2.662
RAW-02775,Neem Leaves,2025-06-06T16:56:02,high,30.19,49.7,6.26,1283.3,1.92,14.0,253,227,110,2.335,2.042,2.666,3.061,2.982
RAW-02776,Ginger Root,2025-06-19T15:44:19,low,30.7,68.5,8.09,1184.1,4.34,19.9,93,220,246,1.09,0.911,1.301,1.525,1.419
RAW-02777,Hing Powder,2025-08-27T15:19:34,high,21.89,59.4,5.55,1474.5,1.36,19.7,143,110,193,2.274,1.939,2.661,2.823,2.714
RAW-02778,Amla Fruit,2025-07-02T16:59:20,low,30.07,83.6,6.01,353.0,4.58,12.2,217,206,195,1.197,0.987,1.435,1.81,1.603
RAW-02779,Shankhpushpi,2025-09-05T15:37:44,high,23.5,72.3,4.87,1292.0,0.41,19.1,155,181,229,1.316,1.041,1.614,1.849,1.671
RAW-02780,Dalchini Bark,2025-08-06T11:49:24,low,19.48,71.6,6.19,638.1,1.75,12.5,97,71,153,1.057,0.773,1.164,1.524,1.254
RAW-02781,Dhania Seeds,2025-07-15T12:02:21,high,29.22,66.2,6.75,220.5,3.15,20.2,61,54,254,1.183,0.766,1.423,1.704,1.53
RAW-02782,Arjuna Bark,2025-08-15T10:09:14,medium,26.12,63.0,8.01,776.4,1.46,20.8,145,236,183,1.903,1.727,2.284,2.602,2.403
RAW-02783,Elaichi Seeds,2025-06-10T16:36:33,high,26.34,71.6,5.88,1156.9,4.2,23.7,195,141,52,1.319,0.955,1.512,1.84,1.651
RAW-02784,Ajwain Seeds,2025-09-25T08:18:46,high,18.85,77.2,5.46,1218.2,4.7,21.3,219,204,52,1.784,1.595,2.187,2.526,2.225
RAW-02785,Jeera Seeds,2025-08-16T14:10:50,high,23.47,82.0,4.68,317.6,4.06,15.5,125,149,132,1.461,1.082,1.719,2.139,1.836
RAW-02786,Tejpatta Leaves,2025-09-05T11:03:43,high,24.13,77.3,5.54,1073.5,1.56,18.9,115,83,193,1.871,1.564,2.225,2.504,2.199
RAW-02787,Honey,2025-07-07T13:45:34,high,21.84,70.8,8.19,68.2,2.38,17.7,119,179,158,0.346,0.12,0.304,0.5,0.542
RAW-02788,Giloy Stems,2025-08-07T11:58:47,high,23.81,50.4,8.48,84.5,2.85,15.5,251,183,186,1.402,1.267,1.837,2.254,1.964
RAW-02789,Pudina Leaves,2025-06-05T12:53:02,low,27.61,62.5,6.87,1207.9,3.69,20.1,110,222,171,1.276,1.034,1.466,1.699,1.549
RAW-02790,Turmeric Powder,2025-07-19T10:02:28,high,23.83,50.5,6.64,153.0,2.39,21.0,56,135,121,1.684,1.279,2.025,2.369,2.112
RAW-02791,Shankhpushpi,2025-09-28T13:57:13,medium,21.61,76.6,6.24,867.6,4.52,17.3,92,92,152,1.091,0.963,1.429,1.765,1.665
RAW-02792,Arjuna Bark,2025-09-15T14:17:26,high,18.62,56.2,5.71,452.2,2.18,17.5,202,154,134,2.151,1.908,2.515,2.946,2.756
RAW-02793,Turmeric Powder,2025-08-19T16:39:06,high,31.29,55.3,5.15,712.5,2.27,22.9,178,250,226,1.705,1.24,1.829,2.238,2.041
RAW-02794,Brahmi Leaves,2025-06-06T13:40:08,high,29.33,65.8,5.15,1395.6,4.81,20.3,228,166,90,1.468,1.283,1.767,2.182,1.929
RAW-02795,Shatavari Root,2025-09-21T11:16:55,medium,22.27,48.3,7.19,431.4,3.24,10.8,182,110,208,0.836,0.602,1.198,1.488,1.285
RAW-02796,Amla Fruit,2025-08-02T15:15:46,high,19.74,51.5,5.67,1022.5,1.36,17.0,181,246,221,1.844,1.445,2.153,2.426,2.356
RAW-02797,Shankhpushpi,2025-09-10T15:23:39,medium,26.29,76.4,5.32,495.4,0.75,19.2,116,244,99,1.251,0.974,1.519,1.708,1.513
RAW-02798,Giloy Stems,2025-06-16T08:13:56,low,27.27,56.1,5.36,957.0,4.71,18.7,219,52,81,1.095,0.895,1.246,1.512,1.511
RAW-02799,Amla Fruit,2025-08-24T10:54:49,high,19.0,84.7,7.36,602.8,1.9,17.2,247,248,111,1.757,1.428,1.976,2.373,2.193
RAW-02800,Amla Fruit,2025-08-01T11:19:45,high,28.94,82.1,7.46,1322.9,0.15,24.7,144,204,218,1.787,1.555,2.213,2.591,2.333
RAW-02801,Ashwagandha Root,2025-06-03T09:25:23,high,26.68,70.7,7.57,350.0,2.38,22.8,118,215,98,2.183,1.926,2.518,2.928,2.636
RAW-02802,Turmeric Powder,2025-08-25T16:18:36,high,20.19,56.5,7.79,1178.0,2.43,11.6,96,222,178,1.507,1.358,1.826,2.258,2.03
RAW-02803,Ashwagandha Root,2025-09-27T11:22:19,medium,24.55,74.2,8.45,939.7,3.79,23.7,149,187,129,2.009,1.664,2.316,2.71,2.502
RAW-02804,Honey,2025-09-02T15:28:47,medium,22.22,64.6,6.5,811.9,2.54,18.4,95,246,58,0.372,0.123,0.185,0.447,0.453
RAW-02805,Amla Fruit,2025-08-04T15:21:14,high,31.87,60.7,6.02,1483.1,1.29,24.3,126,173,60,1.949,1.56,2.308,2.668,2.407
RAW-02806,Tulsi Leaves,2025-09-21T16:29:50,low,19.04,48.1,8.24,1169.9,0.81,23.4,59,224,246,0.937,0.643,1.04,1.597,1.344
RAW-02807,Ginger Root,2025-07-31T17:51:57,high,18.05,61.1,7.47,1341.8,1.86,20.1,156,207,223,1.456,1.051,1.702,1.947,1.995
RAW-02808,Amla Fruit,2025-07-13T12:31:26,high,19.46,71.3,8.49,1113.2,4.27,13.4,177,53,65,1.722,1.577,2.315,2.546,2.376
RAW-02809,Ajwain Seeds,2025-06-25T16:10:06,low,18.11,73.6,8.32,329.4,0.83,15.1,163,163,107,1.332,0.92,1.336,1.554,1.555
RAW-02810,Kalonji Seeds,2025-08-27T11:26:57,high,25.13,83.1,5.87,545.0,1.76,14.0,70,111,231,2.094,1.722,2.252,2.529,2.236
RAW-02811,Ginger Root,2025-07-02T17:05:22,high,18.16,58.7,7.59,988.6,0.71,20.3,74,64,60,1.354,1.093,1.641,1.894,1.88
RAW-02812,Mulethi Root,2025-06-06T09:22:28,high,24.21,52.6,7.71,583.0,1.95,10.4,181,204,106,0.754,0.322,0.806,1.132,1.011
RAW-02813,Triphala Powder,2025-08-10T16:42:47,medium,26.33,55.9,6.62,693.3,2.34,13.1,218,128,182,1.908,1.627,2.14,2.552,2.369
RAW-02814,Ginger Root,2025-08-30T17:03:36,high,31.08,59.9,6.14,71.8,2.68,12.0,195,50,119,1.488,1.21,1.735,2.086,2.041
RAW-02815,Curry Leaves,2025-06-03T17:36:39,high,31.93,45.6,6.5,461.3,0.94,23.9,57,182,249,1.722,1.406,2.043,2.421,2.028
RAW-02816,Shatavari Root,2025-09-07T12:51:59,low,28.27,50.5,5.41,456.8,2.14,16.0,231,136,91,0.706,0.664,0.983,1.189,1.005
RAW-02817,Mulethi Root,2025-06-19T16:18:02,high,24.22,50.8,7.15,1310.3,2.37,13.2,85,111,125,0.709,0.434,0.942,1.106,1.043
RAW-02818,Triphala Powder,2025-08-19T15:43:49,medium,26.93,54.8,5.01,1139.9,4.86,21.1,146,165,223,1.72,1.377,1.879,2.235,2.066
RAW-02819,Dhania Seeds,2025-06-10T15:32:31,medium,30.74,57.6,4.7,834.0,3.6,18.8,117,161,52,0.88,0.679,1.318,1.392,1.3
RAW-02820,Honey,2025-08-10T13:09:09,high,29.65,61.2,6.01,308.4,1.18,14.4,84,158,112,0.469,0.212,0.36,0.518,0.576
RAW-02821,Jeera Seeds,2025-06-28T14:15:22,high,19.54,69.4,7.32,542.9,4.93,22.6,132,239,166,1.588,1.332,1.9,2.149,2.033
RAW-02822,Dhania Seeds,2025-07-24T10:38:28,high,28.88,53.1,6.0,926.9,3.78,12.5,72,236,148,1.205,0.943,1.458,1.768,1.598
RAW-02823,Brahmi Leaves,2025-07-16T10:21:33,low,29.33,85.0,6.66,1289.1,0.37,11.6,208,247,218,0.976,0.896,1.173,1.377,1.262
RAW-02824,Honey,2025-06-07T10:18:46,high,31.15,50.9,5.89,1110.0,3.6,10.6,155,129,178,0.446,0.207,0.339,0.469,0.513
RAW-02825,Shatavari Root,2025-07-29T11:27:39,high,22.95,58.9,7.41,181.4,0.28,20.4,243,52,254,1.181,0.73,1.448,1.712,1.488
RAW-02826,Ginger Root,2025-07-16T14:13:37,high,19.9,75.6,6.04,1344.9,2.26,16.1,187,249,232,1.379,1.056,1.653,1.897,1.804
RAW-02827,Tejpatta Leaves,2025-08-01T09:24:57,low,27.09,51.1,6.94,274.9,3.94,12.1,242,195,162,1.36,1.204,1.649,1.751,1.686
RAW-02828,Shatavari Root,2025-06-18T08:25:05,high,18.9,75.0,7.32,994.8,0.29,19.8,251,201,215,1.197,0.773,1.458,1.769,1.485
RAW-02829,Honey,2025-09-28T12:34:27,medium,24.9,73.7,7.03,851.2,1.69,23.6,169,149,111,0.388,0.185,0.281,0.461,0.601
RAW-02830,Methi Seeds,2025-06-23T10:33:10,medium,26.95,66.5,7.52,271.8,2.18,22.9,222,175,91,1.746,1.432,1.95,2.166,2.015
RAW-02831,Shankhpushpi,2025-07-04T13:50:09,medium,19.77,52.0,7.53,1420.7,0.9,16.0,242,92,220,1.09,0.801,1.28,1.534,1.367
RAW-02832,Kalonji Seeds,2025-09-13T13:28:33,low,21.98,66.6,8.35,405.9,4.74,20.3,84,220,244,1.474,1.286,1.632,1.911,1.756
RAW-02833,Tejpatta Leaves,2025-07-16T08:50:50,high,19.85,62.6,5.21,151.1,3.05,11.6,217,158,138,1.796,1.549,2.008,2.44,2.238
RAW-02834,Turmeric Powder,2025-08-04T11:56:48,high,28.14,52.4,5.76,775.9,2.82,14.4,242,78,223,1.53,1.266,1.9,2.119,1.835
RAW-02835,Hing Powder,2025-07-14T11:49:48,low,21.35,59.8,8.25,865.0,4.64,16.9,94,158,241,1.557,1.458,1.918,2.009,1.87
RAW-02836,Triphala Powder,2025-07-04T09:35:45,high,24.58,77.3,8.37,952.7,3.23,17.0,168,54,79,2.028,1.766,2.398,2.719,2.573
RAW-02837,Arjuna Bark,2025-08-07T11:26:28,medium,31.53,64.0,5.16,333.9,2.42,20.1,75,205,154,1.923,1.621,2.199,2.509,2.328
RAW-02838,Arjuna Bark,2025-06-12T12:59:54,medium,18.18,46.1,6.57,1291.3,4.96,14.8,154,182,117,1.999,1.786,2.31,2.63,2.521
RAW-02839,Kalonji Seeds,2025-08-07T16:31:13,medium,23.1,46.5,5.44,224.1,4.41,10.8,175,92,118,1.784,1.547,2.067,2.28,2.148
RAW-02840,Shatavari Root,2025-06-29T09:17:59,high,26.56,57.7,8.16,295.5,3.41,16.3,182,135,194,1.136,0.874,1.385,1.715,1.569
RAW-02841,Giloy Stems,2025-09-18T14:27:27,high,29.84,64.0,7.06,1286.5,1.7,23.0,203,128,176,1.581,1.262,1.847,2.311,2.165
RAW-02842,Amla Fruit,2025-06-02T17:26:55,high,26.98,83.2,5.56,845.1,1.67,14.5,113,153,94,1.713,1.423,2.156,2.319,2.188
RAW-02843,Elaichi Seeds,2025-06-18T12:10:26,high,29.66,64.8,6.68,352.1,1.83,17.0,200,223,150,1.24,1.033,1.668,1.987,1.792
RAW-02844,Shatavari Root,2025-07-22T12:32:42,high,28.89,52.2,8.4,670.5,2.41,10.2,132,183,223,1.244,0.791,1.513,1.792,1.593
RAW-02845,Turmeric Powder,2025-07-13T17:48:11,high,25.35,53.6,7.77,1362.3,0.62,13.4,142,140,186,1.644,1.259,1.847,2.206,2.028
RAW-02846,Pudina Leaves,2025-07-30T16:22:09,high,21.09,66.8,7.88,270.9,0.62,17.8,155,172,173,1.584,1.25,1.923,2.262,2.132
RAW-02847,Pudina Leaves,2025-09-09T08:13:09,high,20.98,65.9,5.79,938.5,2.71,12.7,135,241,219,1.637,1.327,1.913,2.257,2.04
RAW-02848,Turmeric Powder,2025-06-28T11:57:04,high,23.46,67.1,4.72,606.7,3.38,24.1,136,53,70,1.544,1.211,1.874,2.287,1.94
RAW-02849,Shankhpushpi,2025-08-01T15:26:58,high,23.69,47.4,6.11,821.7,4.48,19.9,103,230,132,1.294,0.986,1.667,1.94,1.715
RAW-02850,Hing Powder,2025-06-20T08:15:57,high,19.04,83.3,7.02,1292.2,2.48,10.5,226,246,117,2.405,2.065,2.757,3.125,2.871
RAW-02851,Shatavari Root,2025-07-27T11:02:07,high,18.98,61.3,7.1,644.0,4.99,21.3,72,185,224,1.127,0.894,1.35,1.7,1.491
